ApplNo	ProductNo	Form	RoutsOfAdministration	DrugName	ActiveIngredient
007936	001	LOTION_SHAMPOO	TOPICAL	SELSUN	SELENIUM SULFIDE
007942	001	INJECTABLE	INJECTION	SUS-PHRINE SULFITE FREE	EPINEPHRINE
007942	003	INJECTABLE	INJECTION	SUS-PHRINE SULFITE FREE	EPINEPHRINE
007953	001	SOLUTION_DROPS	OPHTHALMIC	PREFRIN-A	PHENYLEPHRINE HYDROCHLORIDE; PYRILAMINE MALEATE
007959	001	INJECTABLE	INJECTION	TENSILON	EDROPHONIUM CHLORIDE
007959	002	INJECTABLE	INJECTION	TENSILON PRESERVATIVE FREE	EDROPHONIUM CHLORIDE
007961	002	SYRUP	ORAL	BENTYL	DICYCLOMINE HYDROCHLORIDE
007984	001	CAPSULE	ORAL	AMBODRYL	BROMODIPHENHYDRAMINE HYDROCHLORIDE
008032	001	TABLET	ORAL	TELEPAQUE	IOPANOIC ACID
008041	001	INJECTABLE	INJECTION	EVANS BLUE	EVANS BLUE
008048	001	OINTMENT	TOPICAL	XYLOCAINE	LIDOCAINE
008085	002	TABLET	ORAL	METHOTREXATE SODIUM	METHOTREXATE SODIUM
008102	004	CAPSULE	ORAL	TACE	CHLOROTRIANISENE
008107	001	INJECTABLE	INJECTION	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM
008107	002	INJECTABLE	INJECTION	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM
008107	003	FOR_SOLUTION	ORAL	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM
008107	004	INJECTABLE	INJECTION	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM
008107	005	INJECTABLE	INJECTION	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM
008114	004	TABLET	ORAL	PRANTAL	DIPHEMANIL METHYLSULFATE
008126	001	TABLET	ORAL	CORTISONE ACETATE	CORTISONE ACETATE
008126	002	INJECTABLE	INJECTION	CORTISONE ACETATE	CORTISONE ACETATE
008126	003	TABLET	ORAL	CORTISONE ACETATE	CORTISONE ACETATE
008126	004	TABLET	ORAL	CORTISONE ACETATE	CORTISONE ACETATE
008173	003	CREAM	TOPICAL	BENOQUIN	MONOBENZONE
008228	001	INJECTABLE	INJECTION	HYDROCORTONE	HYDROCORTISONE ACETATE
008228	004	INJECTABLE	INJECTION	HYDROCORTONE	HYDROCORTISONE ACETATE
008248	001	INJECTABLE	INJECTION	WYAMINE SULFATE	MEPHENTERMINE SULFATE
008248	002	INJECTABLE	INJECTION	WYAMINE SULFATE	MEPHENTERMINE SULFATE
008278	003	INJECTABLE	INJECTION	REGITINE	PHENTOLAMINE MESYLATE
008284	001	TABLET	ORAL	CORTISONE ACETATE	CORTISONE ACETATE
008284	002	TABLET	ORAL	CORTISONE ACETATE	CORTISONE ACETATE
008303	001	TABLET	ORAL	APRESOLINE	HYDRALAZINE HYDROCHLORIDE
008303	002	TABLET	ORAL	APRESOLINE	HYDRALAZINE HYDROCHLORIDE
008303	003	INJECTABLE	INJECTION	APRESOLINE	HYDRALAZINE HYDROCHLORIDE
008303	004	TABLET	ORAL	APRESOLINE	HYDRALAZINE HYDROCHLORIDE
008303	005	TABLET	ORAL	APRESOLINE	HYDRALAZINE HYDROCHLORIDE
008306	004	SYRUP	ORAL	PHENERGAN W/ CODEINE	CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE
008306	005	SYRUP	ORAL	PHENERGAN VC W/ CODEINE	CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
008316	001	TABLET	ORAL	PRIMAQUINE	PRIMAQUINE PHOSPHATE
008317	002	INJECTABLE	INJECTION	ACTH	CORTICOTROPIN
008317	004	INJECTABLE	INJECTION	ACTH	CORTICOTROPIN
008319	008	TABLET	ORAL	BUTAZOLIDIN	PHENYLBUTAZONE
008319	009	CAPSULE	ORAL	BUTAZOLIDIN	PHENYLBUTAZONE
008322	001	TABLET	ORAL	GEMONIL	METHARBITAL
008370	001	INJECTABLE	INJECTION	BENTYL	DICYCLOMINE HYDROCHLORIDE
008370	002	INJECTABLE	INJECTION	BENTYL PRESERVATIVE FREE	DICYCLOMINE HYDROCHLORIDE
008372	006	INJECTABLE	INJECTION	H.P. ACTHAR GEL	CORTICOTROPIN
008372	008	INJECTABLE	INJECTION	H.P. ACTHAR GEL	CORTICOTROPIN
008378	003	SUSPENSION	ORAL	TPN	NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; TYROSINE
008381	003	SYRUP	ORAL	PROMETHAZINE HYDROCHLORIDE PLAIN	PROMETHAZINE HYDROCHLORIDE
008381	004	SYRUP	ORAL	PROMETHAZINE HYDROCHLORIDE PLAIN	PROMETHAZINE HYDROCHLORIDE
008392	003	TABLET	ORAL	NYDRAZID	ISONIAZID
008402	001	EMULSION	TOPICAL	PHISOHEX	HEXACHLOROPHENE
008414	002	OINTMENT	OPHTHALMIC	GANTRISIN	SULFISOXAZOLE DIOLAMINE
008420	001	SYRUP	ORAL	RIMIFON	ISONIAZID
008420	002	INJECTABLE	INJECTION	RIMIFON	ISONIAZID
008420	003	INJECTABLE	INJECTION	RIMIFON	ISONIAZID
008428	001	TABLET	ORAL	ISONIAZID	ISONIAZID
008428	002	TABLET	ORAL	ISONIAZID	ISONIAZID
008428	003	TABLET	ORAL	ISONIAZID	ISONIAZID
008453	001	INJECTABLE	INJECTION	ANECTINE	SUCCINYLCHOLINE CHLORIDE
008453	002	INJECTABLE	INJECTION	ANECTINE	SUCCINYLCHOLINE CHLORIDE
008453	003	INJECTABLE	INJECTION	ANECTINE	SUCCINYLCHOLINE CHLORIDE
008453	004	INJECTABLE	INJECTION	ANECTINE	SUCCINYLCHOLINE CHLORIDE
008472	001	SOLUTION	TOPICAL	CYCLAINE	HEXYLCAINE HYDROCHLORIDE
008492	002	TABLET	ORAL	ANTRENYL	OXYPHENONIUM BROMIDE
008499	002	TABLET	ORAL	ISONIAZID	ISONIAZID
008499	003	TABLET	ORAL	ISONIAZID	ISONIAZID
008506	007	TABLET	ORAL	HYDROCORTONE	HYDROCORTISONE
008506	011	TABLET	ORAL	HYDROCORTONE	HYDROCORTISONE
008565	001	TABLET	ORAL	THIOSULFIL	SULFAMETHIZOLE
008565	004	TABLET	ORAL	THIOSULFIL	SULFAMETHIZOLE
008578	001	TABLET	ORAL	DARAPRIM	PYRIMETHAMINE
008592	003	INJECTABLE	INJECTION	RAVOCAINE AND NOVOCAIN W/ LEVOPHED	NOREPINEPHRINE BITARTRATE; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE
008592	007	INJECTABLE	INJECTION	RAVOCAINE AND NOVOCAIN W/ NEO-COBEFRIN	LEVONORDEFRIN; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE
008604	003	SYRUP	ORAL	PHENERGAN VC	PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
008662	001	INJECTABLE	INJECTION	NYDRAZID	ISONIAZID
008678	002	TABLET	ORAL	ISONIAZID	ISONIAZID
008678	003	TABLET	ORAL	ISONIAZID	ISONIAZID
008682	001	INJECTABLE	INJECTION	THYTROPAR	THYROTROPIN
008693	001	TABLET	ORAL	FURADANTIN	NITROFURANTOIN
008693	002	TABLET	ORAL	FURADANTIN	NITROFURANTOIN
008697	001	TABLET	ORAL	CORTEF	HYDROCORTISONE
008697	002	TABLET	ORAL	CORTEF	HYDROCORTISONE
008697	003	TABLET	ORAL	CORTEF	HYDROCORTISONE
008708	001	CAPSULE	ORAL	DIBENZYLINE	PHENOXYBENZAMINE HYDROCHLORIDE
008719	001	INJECTABLE	INJECTION	LEVO-DROMORAN	LEVORPHANOL TARTRATE
008720	001	TABLET	ORAL	LEVO-DROMORAN	LEVORPHANOL TARTRATE
008732	002	TABLET	ORAL	PRO-BANTHINE	PROPANTHELINE BROMIDE
008732	003	TABLET	ORAL	PRO-BANTHINE	PROPANTHELINE BROMIDE
008762	001	SUSPENSION	ORAL	DILANTIN-125	PHENYTOIN
008762	002	SUSPENSION	ORAL	DILANTIN-30	PHENYTOIN
008767	002	TABLET	ORAL	HEDULIN	PHENINDIONE
008794	001	INJECTABLE	INJECTION	CHLOR-TRIMETON	CHLORPHENIRAMINE MALEATE
008809	004	INJECTABLE	INJECTION	M.V.I.-12 ADULT	ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E
008809	005	INJECTABLE	INJECTION	M.V.I.-12 ADULT	ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E
008809	006	INJECTABLE	INJECTION	M.V.I.-12 ADULT	ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E
008814	001	INJECTABLE	INJECTION	UNITENSEN	CRYPTENAMINE ACETATES
008816	001	JELLY	TOPICAL	XYLOCAINE	LIDOCAINE HYDROCHLORIDE
008822	001	INJECTABLE	INJECTION	PERCORTEN	DESOXYCORTICOSTERONE PIVALATE
008826	001	INJECTABLE	INJECTION	CHLOR-TRIMETON	CHLORPHENIRAMINE MALEATE
008842	001	TABLET	ORAL	RAUDIXIN	RAUWOLFIA SERPENTINA ROOT
008842	002	TABLET	ORAL	RAUDIXIN	RAUWOLFIA SERPENTINA ROOT
008843	001	INJECTABLE	INJECTION	PRO-BANTHINE	PROPANTHELINE BROMIDE
008845	001	INJECTABLE	INJECTION	QUELICIN PRESERVATIVE FREE	SUCCINYLCHOLINE CHLORIDE
008845	002	INJECTABLE	INJECTION	QUELICIN PRESERVATIVE FREE	SUCCINYLCHOLINE CHLORIDE
008845	004	INJECTABLE	INJECTION	QUELICIN PRESERVATIVE FREE	SUCCINYLCHOLINE CHLORIDE
008845	006	INJECTABLE	INJECTION	QUELICIN	SUCCINYLCHOLINE CHLORIDE
008847	001	INJECTABLE	INJECTION	SUCOSTRIN	SUCCINYLCHOLINE CHLORIDE
008847	003	INJECTABLE	INJECTION	SUCOSTRIN	SUCCINYLCHOLINE CHLORIDE
008848	001	TABLET	ORAL	PAMINE	METHSCOPOLAMINE BROMIDE
008848	002	TABLET	ORAL	PAMINE FORTE	METHSCOPOLAMINE BROMIDE
008855	004	CAPSULE	ORAL	MILONTIN	PHENSUXIMIDE
008857	002	INJECTABLE	INJECTION	PHENERGAN	PROMETHAZINE HYDROCHLORIDE
008857	003	INJECTABLE	INJECTION	PHENERGAN	PROMETHAZINE HYDROCHLORIDE
008867	001	TABLET	ORAL	RAUWILOID	ALSEROXYLON
008869	001	INJECTABLE	INJECTION	DICURIN PROCAINE	PROCAINE MERETHOXYLLINE; THEOPHYLLINE
008883	001	SOLUTION_DROPS	OPHTHALMIC	OPHTHAINE	PROPARACAINE HYDROCHLORIDE
008915	001	TABLET	ORAL	CLISTIN	CARBINOXAMINE MALEATE
008917	001	OINTMENT	TOPICAL	CORTEF ACETATE	HYDROCORTISONE ACETATE
008917	002	OINTMENT	TOPICAL	CORTEF ACETATE	HYDROCORTISONE ACETATE
008922	001	INJECTABLE	INJECTION	CALCIUM DISODIUM VERSENATE	EDETATE CALCIUM DISODIUM
008922	002	TABLET	ORAL	CALCIUM DISODIUM VERSENATE	EDETATE CALCIUM DISODIUM
008943	001	TABLET	ORAL	DIAMOX	ACETAZOLAMIDE
008943	002	TABLET	ORAL	DIAMOX	ACETAZOLAMIDE
008951	001	TABLET	ORAL	PAGITANE	CYCRIMINE HYDROCHLORIDE
008951	002	TABLET	ORAL	PAGITANE	CYCRIMINE HYDROCHLORIDE
008955	001	ELIXIR	ORAL	CLISTIN	CARBINOXAMINE MALEATE
008975	001	INJECTABLE	INJECTION	PURIFIED CORTROPHIN GEL	CORTICOTROPIN
008975	002	INJECTABLE	INJECTION	PURIFIED CORTROPHIN GEL	CORTICOTROPIN
008983	001	INJECTABLE	INJECTION	ARFONAD	TRIMETHAPHAN CAMSYLATE
009000	002	SUPPOSITORY	RECTAL	CAFERGOT	CAFFEINE; ERGOTAMINE TARTRATE
009008	001	SOLUTION	INTRAUTERINE	SALPIX	ACETRIZOATE SODIUM
009018	003	OINTMENT	OPHTHALMIC_OTIC	HYDROCORTONE	HYDROCORTISONE ACETATE
009048	001	CAPSULE	ORAL	8-MOP	METHOXSALEN
009048	002	LOTION	TOPICAL	OXSORALEN	METHOXSALEN
009052	001	POWDER	ORAL	REZIPAS	AMINOSALICYLIC ACID RESIN COMPLEX
009053	002	TABLET	ORAL	PURINETHOL	MERCAPTOPURINE
009078	003	TABLET	ORAL	PARSIDOL	ETHOPROPAZINE HYDROCHLORIDE
009078	006	TABLET	ORAL	PARSIDOL	ETHOPROPAZINE HYDROCHLORIDE
009078	008	TABLET	ORAL	PARSIDOL	ETHOPROPAZINE HYDROCHLORIDE
009087	001	TABLET	SUBLINGUAL	HYDERGINE	ERGOLOID MESYLATES
009087	002	TABLET	SUBLINGUAL	HYDERGINE	ERGOLOID MESYLATES
009088	001	INJECTABLE	INJECTION	NEOTHYLLINE	DYPHYLLINE
009102	001	SYRUP	ORAL	ANTEPAR	PIPERAZINE CITRATE
009102	003	TABLET	ORAL	ANTEPAR	PIPERAZINE CITRATE
009108	002	TABLET	ORAL	RAUVAL	RAUWOLFIA SERPENTINA ROOT
009108	004	TABLET	ORAL	RAUVAL	RAUWOLFIA SERPENTINA ROOT
009112	003	LOTION	TOPICAL	EURAX	CROTAMITON
009115	001	TABLET	ORAL	SERPASIL	RESERPINE
009115	003	TABLET	ORAL	SERPASIL	RESERPINE
009115	004	TABLET	ORAL	SERPASIL	RESERPINE
009115	005	ELIXIR	ORAL	SERPASIL	RESERPINE
009127	003	TABLET	ORAL	CORTRIL	HYDROCORTISONE
009127	005	TABLET	ORAL	CORTRIL	HYDROCORTISONE
009149	002	TABLET	ORAL	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009149	007	TABLET	ORAL	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009149	011	INJECTABLE	INJECTION	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009149	013	TABLET	ORAL	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009149	018	TABLET	ORAL	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009149	020	TABLET	ORAL	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009149	022	SYRUP	ORAL	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009149	024	SUPPOSITORY	RECTAL	THORAZINE	CHLORPROMAZINE
009149	032	CONCENTRATE	ORAL	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009149	033	SUPPOSITORY	RECTAL	THORAZINE	CHLORPROMAZINE
009149	043	CONCENTRATE	ORAL	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE
009164	001	INJECTABLE	INJECTION	CORTRIL	HYDROCORTISONE ACETATE
009165	001	INJECTABLE	INJECTION	DELATESTRYL	TESTOSTERONE ENANTHATE
009165	003	INJECTABLE	INJECTION	DELATESTRYL	TESTOSTERONE ENANTHATE
009166	001	INJECTABLE	INJECTION	HYDROXYSTILBAMIDINE ISETHIONATE	HYDROXYSTILBAMIDINE ISETHIONATE
009170	002	TABLET	ORAL	MYSOLINE	PRIMIDONE
009170	003	TABLET	ORAL	MYSOLINE	PRIMIDONE
009175	001	SUSPENSION	ORAL	FURADANTIN	NITROFURANTOIN
009176	001	OINTMENT	TOPICAL	CORTRIL	HYDROCORTISONE
009176	002	OINTMENT	TOPICAL	CORTRIL	HYDROCORTISONE
009182	002	SYRUP	ORAL	GANTRISIN	SULFISOXAZOLE ACETYL
009182	004	SUSPENSION	ORAL	GANTRISIN PEDIATRIC	SULFISOXAZOLE ACETYL
009182	009	EMULSION	ORAL	LIPO GANTRISIN	SULFISOXAZOLE ACETYL
009190	001	OIL	INTRALYMPHATIC_INTRAUTERINE	LIPIODOL	ETHIODIZED OIL
009193	002	TABLET	ORAL	COGENTIN	BENZTROPINE MESYLATE
009193	003	TABLET	ORAL	COGENTIN	BENZTROPINE MESYLATE
009193	004	TABLET	ORAL	COGENTIN	BENZTROPINE MESYLATE
009215	001	TABLET	ORAL	RAUTENSIN	ALSEROXYLON
009217	001	TABLET	ORAL	UNITENSEN	CRYPTENAMINE TANNATES
009218	005	TABLET	ORAL	COUMADIN	WARFARIN SODIUM
009218	007	TABLET	ORAL	COUMADIN	WARFARIN SODIUM
009218	012	INJECTABLE	INJECTION	COUMADIN	WARFARIN SODIUM
009218	013	TABLET	ORAL	COUMADIN	WARFARIN SODIUM
009218	016	TABLET	ORAL	COUMADIN	WARFARIN SODIUM
009218	018	TABLET	ORAL	COUMADIN	WARFARIN SODIUM
009218	020	INJECTABLE	INJECTION	COUMADIN	WARFARIN SODIUM
009218	022	TABLET	ORAL	COUMADIN	WARFARIN SODIUM
009218	023	TABLET	ORAL	COUMADIN	WARFARIN SODIUM
009218	024	INJECTABLE	INJECTION	COUMADIN	WARFARIN SODIUM
009218	025	TABLET	ORAL	COUMADIN	WARFARIN SODIUM
009218	026	TABLET	ORAL	COUMADIN	WARFARIN SODIUM
009238	001	INJECTABLE	INJECTION	PROGESTERONE	PROGESTERONE
009238	002	INJECTABLE	INJECTION	PROGESTERONE	PROGESTERONE
009255	006	TABLET	ORAL	WOLFINA	RAUWOLFIA SERPENTINA ROOT
009255	008	TABLET	ORAL	WOLFINA	RAUWOLFIA SERPENTINA ROOT
009268	003	TABLET_DELAYED_RELEASE	ORAL	CHOLEDYL	OXTRIPHYLLINE
009268	007	TABLET_DELAYED_RELEASE	ORAL	CHOLEDYL	OXTRIPHYLLINE
009268	011	SYRUP	ORAL	CHOLEDYL	OXTRIPHYLLINE
009268	012	SOLUTION	ORAL	CHOLEDYL	OXTRIPHYLLINE
009273	001	TABLET	ORAL	RAUWOLFIA SERPENTINA	RAUWOLFIA SERPENTINA ROOT
009273	002	TABLET	ORAL	RAUWOLFIA SERPENTINA	RAUWOLFIA SERPENTINA ROOT
009276	003	TABLET	ORAL	HIWOLFIA	RAUWOLFIA SERPENTINA ROOT
009276	004	TABLET	ORAL	HIWOLFIA	RAUWOLFIA SERPENTINA ROOT
009276	005	TABLET	ORAL	HIWOLFIA	RAUWOLFIA SERPENTINA ROOT
009278	001	TABLET	ORAL	KOGLUCOID	RAUWOLFIA SERPENTINA ROOT
009278	002	TABLET	ORAL	KOGLUCOID	RAUWOLFIA SERPENTINA ROOT
009282	002	INJECTABLE	INJECTION	CEDILANID-D	DESLANOSIDE
009296	002	TABLET	ORAL	SERPASIL-APRESOLINE	HYDRALAZINE HYDROCHLORIDE; RESERPINE
009296	004	TABLET	ORAL	SERPASIL-APRESOLINE	HYDRALAZINE HYDROCHLORIDE; RESERPINE
009309	001	SUSPENSION	INTRATRACHEAL	DIONOSIL AQUEOUS	PROPYLIODONE
009309	002	SUSPENSION	INTRATRACHEAL	DIONOSIL OILY	PROPYLIODONE
009319	006	SYRUP	ORAL	AMBENYL	BROMODIPHENHYDRAMINE HYDROCHLORIDE; CODEINE PHOSPHATE
009321	001	INJECTABLE	INJECTION	CHOLOGRAFIN SODIUM	IODIPAMIDE SODIUM
009321	003	INJECTABLE	INJECTION	CHOLOGRAFIN MEGLUMINE	IODIPAMIDE MEGLUMINE
009321	007	INJECTABLE	INJECTION	CHOLOGRAFIN MEGLUMINE	IODIPAMIDE MEGLUMINE
009330	002	INJECTABLE	INJECTION	LANOXIN	DIGOXIN
009330	004	INJECTABLE	INJECTION	LANOXIN PEDIATRIC	DIGOXIN
009344	001	INJECTABLE	INJECTION	HISTALOG	BETAZOLE HYDROCHLORIDE
009357	001	TABLET	ORAL	RAU-SED	RESERPINE
009357	004	TABLET	ORAL	RAU-SED	RESERPINE
009357	006	TABLET	ORAL	RAU-SED	RESERPINE
009357	008	TABLET	ORAL	RAU-SED	RESERPINE
009372	001	INJECTABLE	INJECTION	ANSOLYSEN	PENTOLINIUM TARTRATE
009376	001	TABLET	ORAL	SANDRIL	RESERPINE
009376	004	TABLET	ORAL	SANDRIL	RESERPINE
009378	002	INJECTABLE	INJECTION	CORTEF ACETATE	HYDROCORTISONE ACETATE
009386	001	TABLET	ORAL	MYLERAN	BUSULFAN
009388	001	INJECTABLE	INJECTION	DIAMOX	ACETAZOLAMIDE SODIUM
009391	001	TABLET	ORAL	SERPANRAY	RESERPINE
009391	002	TABLET	ORAL	SERPANRAY	RESERPINE
009391	004	TABLET	ORAL	SERPANRAY	RESERPINE
009395	003	TABLET	ORAL	PASKALIUM	POTASSIUM AMINOSALICYLATE
009395	004	CAPSULE	ORAL	PASKALIUM	POTASSIUM AMINOSALICYLATE
009402	002	INJECTABLE	INJECTION	DELESTROGEN	ESTRADIOL VALERATE
009402	003	INJECTABLE	INJECTION	DELESTROGEN	ESTRADIOL VALERATE
009402	004	INJECTABLE	INJECTION	DELESTROGEN	ESTRADIOL VALERATE
009410	005	TABLET	ORAL	LOTUSATE	TALBUTAL
009434	002	INJECTABLE	INJECTION	SERPASIL	RESERPINE
009435	001	INJECTABLE	INJECTION	NESACAINE	CHLOROPROCAINE HYDROCHLORIDE
009435	002	INJECTABLE	INJECTION	NESACAINE	CHLOROPROCAINE HYDROCHLORIDE
009435	003	INJECTABLE	INJECTION	NESACAINE-MPF	CHLOROPROCAINE HYDROCHLORIDE
009435	004	INJECTABLE	INJECTION	NESACAINE-MPF	CHLOROPROCAINE HYDROCHLORIDE
009435	006	INJECTABLE	INJECTION	NESACAINE-MPF	CHLOROPROCAINE HYDROCHLORIDE
009435	007	INJECTABLE	INJECTION	NESACAINE-MPF	CHLOROPROCAINE HYDROCHLORIDE
009436	001	TABLET	ORAL	ACYLANID	ACETYLDIGITOXIN
009452	001	SYRUP	ORAL	MULTIFUGE	PIPERAZINE CITRATE
009453	001	TABLET	ORAL	SERPATE	RESERPINE
009453	002	TABLET	ORAL	SERPATE	RESERPINE
009458	001	TABLET	ORAL	CORTISONE ACETATE	CORTISONE ACETATE
009470	001	SOLUTION	ORAL	XYLOCAINE VISCOUS	LIDOCAINE HYDROCHLORIDE
009477	001	TABLET	ORAL	RAUWOLFIA SERPENTINA	RAUWOLFIA SERPENTINA ROOT
009477	002	TABLET	ORAL	RAUWOLFIA SERPENTINA	RAUWOLFIA SERPENTINA ROOT
009486	001	INJECTABLE	INJECTION	BENADRYL PRESERVATIVE FREE	DIPHENHYDRAMINE HYDROCHLORIDE
009489	005	TABLET	ORAL	PATHILON	TRIDIHEXETHYL CHLORIDE
009495	001	INJECTABLE	INJECTION	MAREZINE	CYCLIZINE LACTATE
009509	002	INJECTABLE	INJECTION	ARAMINE	METARAMINOL BITARTRATE
009519	002	TABLET	ORAL	DORIDEN	GLUTETHIMIDE
009519	005	TABLET	ORAL	DORIDEN	GLUTETHIMIDE
009519	008	CAPSULE	ORAL	DORIDEN	GLUTETHIMIDE
009561	001	INJECTABLE	INJECTION	HYPAQUE	DIATRIZOATE SODIUM
009561	002	SOLUTION	URETERAL	HYPAQUE SODIUM 20%	DIATRIZOATE SODIUM
009561	003	INJECTABLE	INJECTION	HYPAQUE	DIATRIZOATE SODIUM
009585	001	CREAM	TOPICAL	CORT-DOME	HYDROCORTISONE
009585	003	CREAM	TOPICAL	CORT-DOME	HYDROCORTISONE
009627	001	TABLET	ORAL	RESERPINE	RESERPINE
009627	002	TABLET	ORAL	RESERPINE	RESERPINE
009631	002	TABLET	ORAL	HISERPIA	RESERPINE
009631	004	TABLET	ORAL	HISERPIA	RESERPINE
009637	001	INJECTABLE	INJECTION	HYDROCORTISONE ACETATE	HYDROCORTISONE ACETATE
009637	002	INJECTABLE	INJECTION	HYDROCORTISONE ACETATE	HYDROCORTISONE ACETATE
009645	002	TABLET	ORAL	SERPIVITE	RESERPINE
009659	001	TABLET	ORAL	HYDROCORTISONE	HYDROCORTISONE
009659	002	TABLET	ORAL	HYDROCORTISONE	HYDROCORTISONE
009660	002	TABLET	ORAL	NOLUDAR	METHYPRYLON
009660	004	TABLET	ORAL	NOLUDAR	METHYPRYLON
009660	007	ELIXIR	ORAL	NOLUDAR	METHYPRYLON
009660	008	CAPSULE	ORAL	NOLUDAR	METHYPRYLON
009663	001	TABLET	ORAL	RESERPINE	RESERPINE
009663	003	TABLET	ORAL	RESERPINE	RESERPINE
009667	001	TABLET	ORAL	RESERPINE	RESERPINE
009667	002	TABLET	ORAL	RESERPINE	RESERPINE
009668	001	TABLET	ORAL	RAUWOLFIA SERPENTINA	RAUWOLFIA SERPENTINA ROOT
009668	002	TABLET	ORAL	RAUWOLFIA SERPENTINA	RAUWOLFIA SERPENTINA ROOT
009698	002	TABLET	ORAL	MILTOWN	MEPROBAMATE
009698	004	TABLET	ORAL	MILTOWN	MEPROBAMATE
009729	001	INJECTABLE	INJECTION	PATHILON	TRIDIHEXETHYL CHLORIDE
009750	001	CAPSULE	ORAL	VALMID	ETHINAMATE
009766	001	TABLET	ORAL	METICORTEN	PREDNISONE
009766	002	TABLET	ORAL	METICORTEN	PREDNISONE
009768	001	TABLET	ORAL	PLAQUENIL	HYDROXYCHLOROQUINE SULFATE
009789	003	INJECTABLE	INJECTION	MYLAXEN	HEXAFLUORENIUM BROMIDE
009796	001	TABLET	VAGINAL	CORTRIL	HYDROCORTISONE
009818	003	TABLET	ORAL	KEMADRIN	PROCYCLIDINE HYDROCHLORIDE
009818	005	TABLET	ORAL	KEMADRIN	PROCYCLIDINE HYDROCHLORIDE
009829	002	TABLET	ORAL	MESTINON	PYRIDOSTIGMINE BROMIDE
009830	001	INJECTABLE	INJECTION	MESTINON	PYRIDOSTIGMINE BROMIDE
009838	001	TABLET	ORAL	RESERPINE	RESERPINE
009838	002	TABLET	ORAL	RESERPINE	RESERPINE
009854	001	INJECTABLE	INJECTION	CORTROPHIN-ZINC	CORTICOTROPIN-ZINC HYDROXIDE
009859	001	TABLET	ORAL	RESERPINE	RESERPINE
009859	002	TABLET	ORAL	RESERPINE	RESERPINE
009864	001	INJECTABLE	INJECTION	CORTEF	HYDROCORTISONE
009866	001	INJECTABLE	INJECTION	SOLU-CORTEF	HYDROCORTISONE SODIUM SUCCINATE
009866	002	INJECTABLE	INJECTION	SOLU-CORTEF	HYDROCORTISONE SODIUM SUCCINATE
009866	003	INJECTABLE	INJECTION	SOLU-CORTEF	HYDROCORTISONE SODIUM SUCCINATE
009866	004	INJECTABLE	INJECTION	SOLU-CORTEF	HYDROCORTISONE SODIUM SUCCINATE
009895	001	LOTION	TOPICAL	CORT-DOME	HYDROCORTISONE
009895	003	LOTION	TOPICAL	CORT-DOME	HYDROCORTISONE
009900	001	SUSPENSION	ORAL	CORTEF	HYDROCORTISONE CYPIONATE
009925	001	SOLUTION	TOPICAL	DYCLONE	DYCLONINE HYDROCHLORIDE
009925	002	SOLUTION	TOPICAL	DYCLONE	DYCLONINE HYDROCHLORIDE
009926	002	TABLET	ORAL	RAUSERPIN	RAUWOLFIA SERPENTINA ROOT
009926	004	TABLET	ORAL	RAUSERPIN	RAUWOLFIA SERPENTINA ROOT
009986	002	TABLET	ORAL	DELTASONE	PREDNISONE
009986	005	TABLET	ORAL	DELTASONE	PREDNISONE
